Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
FITBI,Fifth Third Bancorp,28.72,$516.96M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbi
FITBO,Fifth Third Bancorp,25.8,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbo
FITBP,Fifth Third Bancorp,27.4,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fitbp
FISI,"Financial Institutions, Inc.",32.17,$514.67M,1999,Finance,Major Banks,https://old.nasdaq.com/symbol/fisi
FNJN,"Finjan Holdings, Inc.",2.03,$56.11M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/fnjn
FSRV,FinServ Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fsrv
FSRVU,FinServ Acquisition Corp.,10.196,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/fsrvu
FSRVW,FinServ Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fsrvw
FTAC,FinTech Acquisition Corp. III,10.15,$449.52M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ftac
FTACU,FinTech Acquisition Corp. III,10.8,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/ftacu
FTACW,FinTech Acquisition Corp. III,1.37,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ftacw
FEYE,"FireEye, Inc.",16.74,$3.63B,2013,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/feye
FBNC,First Bancorp,40.6,$1.2B,1987,Finance,Major Banks,https://old.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",30.13,$328.41M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnlc
FRBA,First Bank,11.18,$228.73M,2013,n/a,n/a,https://old.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,27.54,$1.52B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",26.2,$225.04M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",66.75,$224.52M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fcap
FCBP,First Choice Bancorp,26.36,$307.25M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",533.38,$5.73B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcnca
FCBC,"First Community Bankshares, Inc.",31.16,$485.5M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,21.19,$157.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcco
FDEF,First Defiance Financial Corp.,30.48,$601.35M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,25.62,$2.55B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffbc
FFIN,"First Financial Bankshares, Inc.",35.45,$4.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,45.89,$629.31M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",15.04,$154.75M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,17.3,$772.51M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",20.35,$198.25M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",29.07,$3.81B,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,24.1,$234.78M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.85,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbkl
INBKZ,First Internet Bancorp,26.1,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/inbkz
FIBK,"First Interstate BancSystem, Inc.",41.95,$2.74B,2010,Finance,Major Banks,https://old.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,41.9,$2.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/frme
FMBH,"First Mid Bancshares, Inc.",35.62,$593.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",23.1,$2.54B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fmbi
FXNC,First National Corporation,21.45,$106.57M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fxnc
FNWB,First Northwest Bancorp,17.99,$193.11M,2015,Finance,Banks,https://old.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",66.92,$157.32M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fsfg
FSEA,First Seacoast Bancorp,9.5,$57.79M,2019,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fsea
FSLR,"First Solar, Inc.",57.86,$6.1B,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,25.7896,$25.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.32,$26.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,28.9671,$130.35M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,16.9,$114.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,22.82,$86.13M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,53.29,$71.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,24.6452,$4.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,60.45,$3.38B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,22.9799,$43.78M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,26.04,$9.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,60.61,$2.28B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,52.0319,$31.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,55.43,$687.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,38.32,$9.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.65,$445.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,31.5317,$2.44B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,20.972,$486.55M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifv
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,26.4009,$55.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ddiv
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,22.02,$105.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvol
DVLU,First Trust Dorsey Wright Momentum & Value ETF,19.6985,$22.65M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvlu
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,33.3642,$63.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,21.1,$73.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dali
FDNI,First Trust Dow Jones International Internet ETF,24.47,$4.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fdni
FEM,First Trust Emerging Markets AlphaDEX Fund,25.89,$623.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,52.5201,$10.5M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.51,$150.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,38,$138.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,60.13,$4.96B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,37.34,$507.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,40.8093,$53.05M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,44.11,$143.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.7,$163.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,22.3301,$7.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,48.8,$1.54B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,34.88,$3.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhk
NFTY,First Trust India Nifty 50 Equal Weight ETF,35.2302,$3.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nfty
FTAG,First Trust Indxx Global Agriculture ETF,23.6264,$3.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.22,$7.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftri
LEGR,First Trust Indxx Innovative Transaction & Process ETF,31.9528,$44.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/legr
NXTG,First Trust Indxx NextG ETF,54.97,$263.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nxtg
FPXI,First Trust International Equity Opportunities ETF,39.77,$51.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpxi
FPXE,First Trust IPOX Europe Equity Opportunities ETF,21.63,$1.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpxe
FJP,First Trust Japan AlphaDEX Fund,51.08,$76.62M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,65.1718,$1.39B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,72.73,$1.08B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,24.903,$19.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,56.55,$1.17B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,22.41,$129.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fln
LMBS,First Trust Low Duration Opportunities ETF,51.73,$3.94B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lmbs
LDSF,First Trust Low Duration Strategic Focus ETF,20.48,$100.35M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ldsf
FMB,First Trust Managed Municipal ETF,55.482,$1.23B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,38.3347,$24.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,72.58,$896.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,47.88,$318.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,23.5453,$15.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,36.195,$57.91M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,77.185,$189.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,58.1275,$90.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.76,$747.59M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,19.545,$8.8M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcef
FMHI,First Trust Municipal High Income ETF,53.25,$93.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fmhi
QABA,First Trust NASDAQ ABA Community Bank Index Fund,52.0748,$145.81M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qaba
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,34.34,$72.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/robt
FTXO,First Trust Nasdaq Bank ETF,28.1109,$143.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,24.725,$142.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,55.1257,$33.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,30.24,$1.18B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,21.93,$6.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,34.07,$18.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,16.665,$6.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,23.635,$9.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftxh
