Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GWPH,GW Pharmaceuticals Plc,104.08,$3.22B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gwph
GWGH,"GWG Holdings, Inc",9.56,$315.8M,2014,Finance,Life Insurance,https://old.nasdaq.com/symbol/gwgh
GXGX,GX Acquisition Corp.,9.95,$357.58M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/gxgx
GXGXU,GX Acquisition Corp.,10.37,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/gxgxu
GXGXW,GX Acquisition Corp.,0.8,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/gxgxw
GYRO,"Gyrodyne , LLC",18.741,$27.79M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/gyro
HEES,"H&E Equipment Services, Inc.",33.19,$1.19B,2006,n/a,n/a,https://old.nasdaq.com/symbol/hees
HLG,Hailiang Education Group Inc.,64.4456,$1.66B,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hlg
HNRG,Hallador Energy Company,2.82,$85.3M,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/hnrg
HALL,"Hallmark Financial Services, Inc.",17.3,$313.53M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hall
HALO,"Halozyme Therapeutics, Inc.",18.48,$2.71B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/halo
HLNE,Hamilton Lane Incorporated,59.93,$3.11B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/hlne
HJLI,"Hancock Jaffe Laboratories, Inc.",0.4001,$7.17M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hjli
HJLIW,"Hancock Jaffe Laboratories, Inc.",0.14,n/a,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hjliw
HWC,Hancock Whitney Corporation,43.79,$3.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hwc
HWCPL,Hancock Whitney Corporation,25.6,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hwcpl
HAFC,Hanmi Financial Corporation,20.16,$627.25M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hafc
HAPP,Happiness Biotech Group Limited,4.5,$112.5M,2019,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/happ
HONE,"HarborOne Bancorp, Inc.",11,$642.73M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/hone
HLIT,Harmonic Inc.,7.85,$709.19M,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/hlit
HARP,"Harpoon Therapeutics, Inc.",19.15,$471.83M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/harp
HROW,"Harrow Health, Inc.",7.21,$181.5M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hrow
HBIO,"Harvard Bioscience, Inc.",2.86,$108.87M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/hbio
HCAP,Harvest Capital Credit Corporation,8.745,$51.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hcap
HCAPZ,Harvest Capital Credit Corporation,25.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hcapz
HAS,"Hasbro, Inc.",105.21,$14.4B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/has
HA,"Hawaiian Holdings, Inc.",30.8,$1.44B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ha
HWKN,"Hawkins, Inc.",45.55,$484.15M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/hwkn
HWBK,"Hawthorn Bancshares, Inc.",25.3,$158.79M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hwbk
HYAC,Haymaker Acquisition Corp. II,9.9996,$499.98M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hyac
HYACU,Haymaker Acquisition Corp. II,10.51,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hyacu
HYACW,Haymaker Acquisition Corp. II,1.4255,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hyacw
HAYN,"Haynes International, Inc.",36.1,$451.74M,2007,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/hayn
HBT,"HBT Financial, Inc.",18.05,$495.6M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/hbt
HDS,"HD Supply Holdings, Inc.",40.18,$6.52B,2013,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hds
HHR,HeadHunter Group PLC,20.44,$1.02B,2019,Technology,Professional Services,https://old.nasdaq.com/symbol/hhr
HCAT,"Health Catalyst, Inc",36.64,$1.34B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/hcat
HIIQ,"Health Insurance Innovations, Inc.",18.7,$265.79M,2013,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/hiiq
HCCOU,Healthcare Merger Corp.,10.3427,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hccou
HCSG,"Healthcare Services Group, Inc.",24.99,$1.85B,1983,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hcsg
HTIA,"Healthcare Trust, Inc.",25.1169,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/htia
HQY,"HealthEquity, Inc.",74.72,$5.3B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/hqy
HSTM,"HealthStream, Inc.",27.91,$903.68M,2000,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/hstm
HTLD,"Heartland Express, Inc.",20.59,$1.69B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/htld
HTLF,"Heartland Financial USA, Inc.",49.66,$1.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/htlf
HTBX,"Heat Biologics, Inc.",0.4699,$16.04M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/htbx
HEBT,"Hebron Technology Co., Ltd.",5.3,$86.23M,2016,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hebt
HSII,"Heidrick & Struggles International, Inc.",32.51,$623.23M,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/hsii
HELE,Helen of Troy Limited,178.62,$4.49B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hele
HLIO,"Helios Technologies, Inc.",45.85,$1.47B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hlio
HSDT,"Helius Medical Technologies, Inc.",0.6196,$18.78M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/hsdt
HMTV,"Hemisphere Media Group, Inc.",14.54,$581.27M,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/hmtv
HNNA,"Hennessy Advisors, Inc.",10.82,$81.11M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/hnna
HCAC,Hennessy Capital Acquisition Corp. IV,10.14,$380.44M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hcac
HCACU,Hennessy Capital Acquisition Corp. IV,10.91,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hcacu
HCACW,Hennessy Capital Acquisition Corp. IV,0.87,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/hcacw
HSIC,"Henry Schein, Inc.",66.38,$9.74B,1995,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hsic
HEPA,"Hepion Pharmaceuticals, Inc.",5.38,$18.58M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hepa
HTBK,Heritage Commerce Corp,12.95,$766.64M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,28.59,$1.05B,n/a,Finance,Banks,https://old.nasdaq.com/symbol/hfwa
HCCI,"Heritage-Crystal Clean, Inc.",31.62,$733.14M,2008,Basic Industries,Miscellaneous,https://old.nasdaq.com/symbol/hcci
MLHR,"Herman Miller, Inc.",42.67,$2.52B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/mlhr
HRTX,"Heron Therapeutics, Inc.  ",25.2,$2.27B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,96.95,$758.96M,1997,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/hska
HX,Hexindai Inc.,0.9199,$44.78M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hx
HFFG,HF Foods Group Inc.,20.95,$1.09B,2017,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/hffg
HIBB,"Hibbett Sports, Inc.",27.42,$475.31M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hibb
SNLN,Highland/iBoxx Senior Loan ETF,17.5437,$240.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snln
HIHO,Highway Holdings Limited,1.6,$6.08M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hiho
HIMX,"Himax Technologies, Inc.",2.67,$459.63M,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,207.2,$442.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hifs
HQI,"HireQuest, Inc.",6.61,$89.11M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/hqi
HCCH,HL Acquisitions Corp.,10.32,$71.86M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/hcch
HCCHR,HL Acquisitions Corp.,0.253,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/hcchr
HCCHU,HL Acquisitions Corp.,10.7568,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/hcchu
HCCHW,HL Acquisitions Corp.,0.2999,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/hcchw
HMNF,"HMN Financial, Inc.",21.1,$102.2M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,30.03,$2.65B,1992,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/hmsy
HOLI,"Hollysys Automation Technologies, Ltd.",16.57,$999.87M,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",52.555,$14.09B,1990,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",39.21,$363.7M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",19.53,$3.26B,2006,Finance,Major Banks,https://old.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",37.85,$67.89M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",34.03,$830.69M,2012,Finance,Major Banks,https://old.nasdaq.com/symbol/hmst
HTBI,"HomeTrust Bancshares, Inc.",26.88,$476.97M,2012,Finance,Savings Institutions,https://old.nasdaq.com/symbol/htbi
FIXX,"Homology Medicines, Inc.",22.01,$969.2M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fixx
HOFT,Hooker Furniture Corporation,25.68,$304.01M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hoft
HOOK,HOOKIPA Pharma Inc.,12.08,$306.93M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hook
HOPE,"Hope Bancorp, Inc.",14.99,$1.9B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hope
HBNC,"Horizon Bancorp, Inc.",19.1,$858.92M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hbnc
HRZN,Horizon Technology Finance Corporation,12.35,$179.96M,2010,n/a,n/a,https://old.nasdaq.com/symbol/hrzn
HZNP,Horizon Therapeutics Public Limited Company,36.28,$6.8B,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hznp
TWNK,"Hostess Brands, Inc.",14.49,$1.89B,2015,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",1.83,n/a,2015,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/twnkw
HOTH,"Hoth Therapeutics, Inc.",5.26,$53.23M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hoth
HMHC,Houghton Mifflin Harcourt Company,6.27,$779.55M,2013,Consumer Services,Books,https://old.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,4.1,$67.24M,2006,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,4.2,$21M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",17.16,$327.44M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hbmd
HTGM,"HTG Molecular Diagnostics, Inc.",0.73,$42.37M,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/htgm
HTHT,Huazhu Group Limited,40.81,$12.01B,2010,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/htht
HUBG,"Hub Group, Inc.",50.56,$1.72B,1996,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",12.3834,$36.4M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",0.85,$36.23M,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/hdsn
HHT,"Huitao Technology Co., Ltd.",1.87,$14.16M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/hht
HBAN,Huntington Bancshares Incorporated,15.12,$15.62B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,26.2879,$2.63M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,26.31,$20.96B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hbano
HURC,"Hurco Companies, Inc.",37.79,$255.73M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,69.21,$1.59B,2004,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,25.24,$3.37B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",1.61,$42.73M,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",16.04,$36.39M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/hvbc
HYRE,HyreCar Inc.,2.46,$40.31M,2018,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/hyre
IIIV,"i3 Verticals, Inc.",28.4,$778.28M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/iiiv
IAC,IAC/InterActiveCorp,245.35,$20.75B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/iac
IBKC,IBERIABANK Corporation,75.57,$3.95B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkc
IBKCN,IBERIABANK Corporation,26.93,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkcn
IBKCO,IBERIABANK Corporation,28.105,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,28.6,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkcp
IBEX,IBEX Holdings Limited,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibex
ICAD,icad inc.,7.92,$153.33M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,61.11,$12.68B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",15,$49.49M,2017,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",92.24,$1.74B,2006,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,33.87,$761.9M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/ichr
ICLK,iClick Interactive Asia Group Limited,3.37,$192.66M,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/iclk
ICLR,ICON plc,170.92,$9.17B,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",1.13,$13.26M,n/a,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",186.9,$3.86B,1992,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,2.37,$4.98M,2013,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ipwr
IDEX,"Ideanomics, Inc.",0.8272,$111.07M,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/idex
IDYA,"IDEAYA Biosciences, Inc.",8.79,$178.71M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/idya
INVE,"Identiv, Inc.",5.57,$94.09M,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",1.9,$54.86M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",263.98,$22.64B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",25.71,$543.98M,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",23.8,$77.73M,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,0.38,$6.97M,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ifmk
IGMS,"IGM Biosciences, Inc.",46.08,$1.41B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/igms
IHRT,"iHeartMedia, Inc.",16.29,$1.05B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ihrt
INFO,IHS Markit Ltd.,75.41,$30.24B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,33.56,$3.05B,1987,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/iivi
IKNX,Ikonics Corporation,5.62,$11.11M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/iknx
ILMN,"Illumina, Inc.",334.02,$49.1B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/ilmn
IMAC,"IMAC Holdings, Inc.",1.7,$14.54M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/imac
IMACW,"IMAC Holdings, Inc.",0.4498,n/a,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/imacw
ISNS,"Image Sensing Systems, Inc.",4.58,$24.35M,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/isns
IMBI,"iMedia Brands, Inc.",3.88,$31.85M,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/imbi
IMMR,Immersion Corporation,7.82,$248.64M,1999,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,5.045,$36.37M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/iccc
IMUX,"Immunic, Inc. ",8.72,$88.22M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imux
IMGN,"ImmunoGen, Inc.",5.46,$817.34M,1989,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",20.03,$4.25B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/immu
IMVT,"Immunovant, Inc. ",15.79,$226.98M,2019,n/a,n/a,https://old.nasdaq.com/symbol/imvt
IMVTU,"Immunovant, Inc. ",20,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/imvtu
IMVTW,"Immunovant, Inc. ",2,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/imvtw
IMRN,Immuron Limited,3.3528,$14.82M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,0.75,n/a,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imrnw
IMMP,Immutep Limited,1.69,$57.66M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/immp
PI,"Impinj, Inc.",27.29,$603.88M,2016,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pi
IMV,IMV Inc.,2.7,$136.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imv
INCY,Incyte Corporation,90.16,$19.42B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,85.15,$2.93B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,22.8,$512.58M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",56.41,$2.42B,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/ibtx
ILPT,Industrial Logistics Properties Trust,21.59,$1.41B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ilpt
IDSA,"Industrial Services of America, Inc.",1.17,$9.55M,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,7.68,$1.39B,2007,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.08,$61.59M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/infi
IFRX,InflaRx N.V.,4,$104.42M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ifrx
III,"Information Services Group, Inc.",2.39,$113.61M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/iii
IEA,"Infrastructure and Energy Alternatives, Inc.",3.13,$69.65M,2016,Finance,Business Services,https://old.nasdaq.com/symbol/iea
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.0301,n/a,2016,Finance,Business Services,https://old.nasdaq.com/symbol/ieaww
IMKTA,"Ingles Markets, Incorporated",47.84,$969.23M,1987,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/imkta
INMD,INMODE LTD.,40.57,$1.3B,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/inmd
INMB,INmune Bio Inc.,5.76,$62.04M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/inmb
IPHA,Innate Pharma S.A.,6.26,$491.67M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ipha
INWK,"InnerWorkings, Inc.",5.435,$283.34M,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.18,$30.05M,1993,Technology,EDP Services,https://old.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",31.895,$628.04M,2006,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,103.09,$2.53B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iosp
INNT,"Innovate Biopharmaceuticals, Inc.",0.55,$19.74M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/innt
ISSC,"Innovative Solutions and Support, Inc.",5.86,$99.09M,2000,Technology,EDP Services,https://old.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",14.36,$1.45B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",70.87,$1.56B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ingn
INOV,"Inovalon Holdings, Inc.",18.57,$2.88B,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",3.72,$372.04M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ino
INPX,Inpixon ,0.0716,$7.51M,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,7.13,$572.98M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",69.2,$2.44B,1995,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",0.76,$9.18M,1991,Consumer Services,Advertising,https://old.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",24.71,$2.21B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",6.61,$146.7M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",21.99,$423.54M,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,170.9,$10.57B,2007,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/podd
INSU,Insurance Acquisition Corp.,10,$206.53M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/insu
INSUU,Insurance Acquisition Corp.,10.55,$141.63M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/insuu
INSUW,Insurance Acquisition Corp.,1.05,$8.13M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/insuw
NTEC,Intec Pharma Ltd.,0.4677,$16.67M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,59.4,$5.1B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/iart
IMTE,Integrated Media Technology Limited,9.8437,$33.25M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/imte
INTC,Intel Corporation,59.23,$257.65B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",15.82,$773.32M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/ntla
IPAR,"Inter Parfums, Inc.",71.25,$2.24B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",46.96,$19.51B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",123.94,$4.06B,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/icpt
